gene	SScore	norm
10197	0.6911514953381394	1.0
3093	0.6615120899310956	0.9571159064156506
56942	0.649453035818157	0.939668133829933
8678	0.5406093711987038	0.7821865030245152
3612	0.5280639792253968	0.764035067256921
55839	0.5148197866889375	0.7448725643530102
10951	0.5049760346912975	0.7306300255405549
9055	0.44075870302240827	0.6377164861761186
130507	0.4081344528874548	0.5905137377844765
10466	0.3423208775735365	0.4952906560754227
79736	0.3373494284357201	0.4880976612380402
8028	0.33038777369604017	0.47802511594712105
6155	0.30891815095281155	0.44696156057895275
10298	0.3074725405669742	0.44486996359104475
10975	0.3038784592114353	0.4396698281941293
55163	0.289399247630387	0.4187204246571168
4905	0.2878425888214558	0.41646815605981075
580	0.26109364651139555	0.3777661602014735
64981	0.257508570883366	0.3725790548385956
29086	0.2534600234580516	0.36672137030398616
6747	0.25010974336760877	0.3618739813986005
83468	0.2328748997088905	0.33693756185097834
64747	0.22860810655960406	0.3307641061353122
1267	0.22185926237477638	0.3209994680923519
91433	0.2209337795332856	0.3196604232552457
10106	0.21698573538321986	0.3139481529690703
3983	0.21382148488584596	0.30936992298806476
6836	0.21173795353346792	0.30635534316521607
1021	0.21087545961214108	0.3051074345270312
93343	0.2019895786688137	0.2922508017869399
2869	0.1918487452608509	0.27757842752982936
26047	0.19014231405224113	0.275109459119691
29916	0.18617730919662887	0.2693726490536541
2063	0.1843550898224775	0.26673615128660544
26276	0.17564606202841437	0.25413540043414246
25976	0.16997993979289094	0.2459373103283671
79016	0.1692617229898694	0.2448981505958541
64778	0.16871986520131185	0.2441141578067009
284058	0.16721470448626818	0.24193639978230816
7068	0.1645872923451915	0.23813490017071978
7881	0.16048653904813254	0.23220168100716618
1545	0.1594456713831958	0.2306956903930136
171024	0.15714272203590615	0.22736364327624808
10067	0.15401955504895445	0.22284485541567386
51741	0.15285425179621184	0.22115882382838417
57719	0.15239994679260796	0.22050150773101881
64215	0.14161122041908827	0.20489172254457225
7049	0.14050965099113716	0.2032979049295034
26137	0.1380084746815923	0.19967905099311542
84336	0.1376809698628748	0.19920519711169213
7266	0.13556795579097922	0.19614795989792927
4779	0.1354949093682639	0.19604227189289994
11200	0.13056261403374542	0.1889059271583705
389766	0.12584316604920978	0.18207754290923178
391110	0.12584316604920978	0.18207754290923178
26024	0.12306252910709238	0.17805434834064157
54796	0.12226347678422113	0.1768982308638497
8603	0.12147568908491047	0.17575841172922535
53615	0.11230893015469558	0.16249538764254498
343170	0.11183412398923702	0.1618084092178998
400950	0.11024039122439132	0.15950249976737335
27161	0.10900019410451535	0.15770810718016032
644634	0.10862832494495565	0.15717006427340546
11094	0.10747277357620932	0.155498142304719
4137	0.10593161328961027	0.1532682979117107
3213	0.1058728110850558	0.15318321930745232
54872	0.10487361527414191	0.15173752206501917
5033	0.10463557778254319	0.15139311495137722
8942	0.10363942791788582	0.14995182476915744
389658	0.09844281670400452	0.14243305175205084
442247	0.09706482860864007	0.1404392948048995
9842	0.09682074085551738	0.14008613380507662
23332	0.09221502298089436	0.13342230119285067
80279	0.09125904845522913	0.1320391391334276
51226	0.08769766057856095	0.12688630664924727
6132	0.08742399864294696	0.1264903559243196
5806	0.0841858836853527	0.12180525435189218
5310	0.08270611952167388	0.1196642416019236
8031	0.08009723718316741	0.11588955203515923
84310	0.08004170640375753	0.1158092067276768
3217	0.0795308877055216	0.11507012318133213
6668	0.07914500161601344	0.11451179972820937
401433	0.07685626134670992	0.1112003111692737
8733	0.07685626134670992	0.1112003111692737
29901	0.07685626134670992	0.1112003111692737
100129272	0.07685626134670992	0.1112003111692737
2050	0.07685626134670992	0.1112003111692737
100289299	0.07685626134670992	0.1112003111692737
147093	0.07685626134670992	0.1112003111692737
284654	0.07604710068242179	0.11002956832961269
3437	0.07527110985913178	0.10890681763237176
390077	0.07527110985913178	0.10890681763237176
360226	0.07527110985913178	0.10890681763237176
56104	0.07527110985913178	0.10890681763237176
7277	0.07527110985913178	0.10890681763237176
140700	0.07527110985913178	0.10890681763237176
653399	0.07527110985913178	0.10890681763237176
23568	0.07527110985913178	0.10890681763237176
1329	0.07527110985913178	0.10890681763237176
440288	0.07527110985913178	0.10890681763237176
10349	0.07527110985913178	0.10890681763237176
100288287	0.07527110985913178	0.10890681763237176
2533	0.07527110985913178	0.10890681763237176
252952	0.07527110985913178	0.10890681763237176
401127	0.07527110985913178	0.10890681763237176
6150	0.07527110985913178	0.10890681763237176
137970	0.07527110985913178	0.10890681763237176
30846	0.07527110985913178	0.10890681763237176
8394	0.07527110985913178	0.10890681763237176
9927	0.07527110985913178	0.10890681763237176
165904	0.07527110985913178	0.10890681763237176
6124	0.07527110985913178	0.10890681763237176
6130	0.07527110985913178	0.10890681763237176
100130776	0.07527110985913178	0.10890681763237176
373856	0.07527110985913178	0.10890681763237176
114034	0.07527110985913178	0.10890681763237176
100128818	0.07527110985913178	0.10890681763237176
25805	0.07527110985913178	0.10890681763237176
1327	0.07527110985913178	0.10890681763237176
2079	0.07527110985913178	0.10890681763237176
653567	0.07527110985913178	0.10890681763237176
1314	0.07527110985913178	0.10890681763237176
22913	0.07329149831161631	0.10604259530070052
252954	0.07329149831161631	0.10604259530070052
644019	0.07329149831161631	0.10604259530070052
646603	0.07329149831161631	0.10604259530070052
100506084	0.07310712294875256	0.10577582981714535
284067	0.07304665132507364	0.10568833579581023
92421	0.07185627490347865	0.10396602682357454
252951	0.06963772338672498	0.10075609161874906
26830	0.06889571387732983	0.09968250715224634
100526740	0.06787287769665105	0.09820260558568984
644451	0.06573898046933312	0.09511515335313127
3215	0.06552293812862213	0.09480257016092491
9391	0.06392820924598858	0.09249521946662692
55289	0.0637748016896046	0.09227326008808442
153478	0.06348254612677116	0.09185040697295016
342865	0.06305969178278947	0.09123859560187758
26817	0.06305969178278947	0.09123859560187758
3234	0.06262484240383764	0.09060942908500694
2909	0.06262484240383764	0.09060942908500694
55000	0.061451274371417654	0.08891143951204677
23420	0.061451274371417654	0.08891143951204677
