gene	norm_x	norm_y	mean	compscore
10197	0.3688901262723868	1.0	0.6844450631361934	1.0
55839	0.4738332916255484	0.7448725643530102	0.6093529279892793	0.8902875640554194
4137	1.0	0.1532682979117107	0.5766341489558553	0.8424841963409919
3093	0.14321740008504674	0.9571159064156506	0.5501666532503486	0.8038141888692014
56942	0.05267380011244613	0.939668133829933	0.49617096697118956	0.7249244587983239
8678	0.20451842336073286	0.7821865030245152	0.49335246319262405	0.720806518688345
9055	0.3255048079610211	0.6377164861761186	0.4816106470685699	0.7036512833649254
6155	0.4823200842236369	0.4469615605789528	0.4646408224012949	0.6788577307757409
3612	0.15652586829854412	0.7640350672569209	0.4602804677777325	0.672487088545402
10951	0.15969821335635995	0.7306300255405549	0.4451641194484574	0.6504015346515504
10466	0.3684442352383829	0.4952906560754227	0.4318674456569028	0.6309745937505116
10975	0.3769246679550472	0.4396698281941293	0.4082972480745882	0.5965376478920468
26276	0.5569124666908819	0.2541354004341425	0.4055239335625122	0.5924857310013494
1021	0.464437364218449	0.3051074345270312	0.3847723993727401	0.5621669584548916
51226	0.6409483140453625	0.12688630664924727	0.38391731034730486	0.5609176412028727
8028	0.26177271782328376	0.478025115947121	0.3698989168852024	0.5404362406973758
3983	0.34038142594421866	0.3093699229880648	0.32487567446614174	0.47465558883211173
4905	0.2286958588471663	0.4164681560598108	0.32258200745348853	0.47130445499217516
51741	0.4106579397793017	0.22115882382838414	0.31590838180384295	0.4615540367203764
55163	0.19634855015118946	0.4187204246571168	0.3075344874041531	0.4493194618060366
3292	0.6021830373278301	0.0	0.30109151866391504	0.4399060419608911
130507	0.0	0.5905137377844765	0.29525686889223823	0.4313813990261582
6747	0.21923261587022436	0.3618739813986005	0.2905532986344124	0.4245093058354007
23331	0.4920157645628959	0.0887361598146837	0.2903759621887898	0.4242502106133385
7049	0.3708344608677259	0.2032979049295034	0.28706618289861463	0.4194144984891113
7881	0.3407323346307591	0.23220168100716615	0.2864670078189626	0.41853908114457444
5158	0.559208264732837	0.0	0.2796041323664185	0.4085121617873104
2869	0.27003696069802485	0.27757842752982936	0.27380769411392714	0.4000433473204027
5806	0.4187445241658979	0.12180525435189217	0.27027488925889503	0.3948817864511571
6836	0.22397572178326705	0.3063553431652161	0.26516553247424157	0.38741682387075377
284654	0.4135187038727464	0.11002956832961268	0.26177413610117956	0.38246186611633254
10298	0.0679557189317501	0.4448699635910448	0.25641284126139746	0.37462881255434743
7068	0.2669897922060034	0.23813490017071975	0.2525623461883616	0.36900309431862444
79736	0.0	0.4880976612380402	0.2440488306190201	0.3565645276200325
64981	0.09872826132948752	0.3725790548385956	0.23565365808404157	0.3442988645491192
29086	0.09465693340332704	0.36672137030398616	0.2306891518536566	0.33704553408072907
64747	0.09922331886826843	0.3307641061353122	0.21499371250179033	0.3141139064056776
11200	0.23608247225165035	0.1889059271583705	0.21249419970501043	0.31046202412702273
91433	0.09993936343742088	0.3196604232552457	0.20979989334633328	0.30652554112233626
64215	0.214638523309331	0.20489172254457225	0.20976512292695162	0.3064747402308486
6714	0.4187445241658979	0.0	0.20937226208294896	0.3059007557503374
6919	0.3330537635151157	0.0847056395742246	0.20887970154467014	0.3051811062637565
1267	0.09218596927834063	0.3209994680923519	0.2065927186853463	0.3018397382234281
100506084	0.3056994935613019	0.10577582981714537	0.20573766168922364	0.3005904677674404
8516	0.40253048609365777	0.0	0.20126524304682888	0.2940560957874575
2063	0.12955798299195384	0.26673615128660544	0.19814706713927965	0.28950032341726695
93343	0.09922331886826843	0.2922508017869399	0.19573706032760418	0.28597921275188704
29916	0.11699933697771885	0.2693726490536541	0.19318599301568648	0.2822520073860853
79784	0.3845908205286511	0.0	0.19229541026432556	0.2809508324644924
146754	0.3511924093680317	0.026759557750610456	0.18897598355932108	0.27610102510406737
26137	0.17821463852464595	0.19967905099311545	0.18894684475888068	0.276058452219829
580	0.0	0.3777661602014735	0.18888308010073676	0.2759652896541561
5310	0.25010563359427473	0.1196642416019236	0.18488493759809915	0.27012385296628266
1545	0.13883992673950815	0.2306956903930136	0.18476780856626088	0.26995272304198814
8639	0.32642124522138977	0.03623962303279322	0.1813304341270915	0.2649305896023531
10815	0.3114567517964452	0.0505956821350016	0.1810262169657234	0.2644861168787511
53615	0.19462695618958628	0.16249538764254498	0.17856117191606563	0.26088459327602
26024	0.17864738622157156	0.17805434834064154	0.17835086728110655	0.2605773302884028
3213	0.20319256671418434	0.15318321930745232	0.17818789301081833	0.26033921874510163
7266	0.15285811483830752	0.19614795989792927	0.1745030373681184	0.2549555059518271
55289	0.2471692794919859	0.09227326008808442	0.16972126979003516	0.24796916353279827
83468	0.0	0.33693756185097834	0.16846878092548917	0.24613923015756584
80152	0.2715855750820517	0.05787594097731689	0.16473075802968432	0.2406778380062705
171024	0.10065540800657334	0.2273636432762481	0.16400952564141072	0.23962409033955662
10106	0.0	0.3139481529690703	0.15697407648453515	0.22934503430452807
3217	0.19534517289950348	0.11507012318133213	0.1552076480404178	0.22676421585867154
3215	0.1951442004994011	0.09480257016092493	0.14497338533016302	0.21181157281766483
165904	0.17621321648733526	0.10890681763237177	0.14256001705985352	0.2082855509346941
11094	0.12328012169569726	0.155498142304719	0.13938913200020814	0.20365276850929961
22871	0.2759235688637725	0.0	0.13796178443188625	0.20156735998610617
26047	0.0	0.27510945911969104	0.13755472955984552	0.20097263749636307
54796	0.09779315710042527	0.1768982308638497	0.13734569398213747	0.2006672286491574
153478	0.17621321648733526	0.09185040697295016	0.13403181173014272	0.1958255219432748
28954	0.2647269939055039	0.0	0.13236349695275196	0.1933880512575394
10631	0.25396845487249264	0.006982734402787478	0.13047559463764005	0.19062975491383966
752	0.19034435659253035	0.06706429781914587	0.1287043272058381	0.18804186652483468
9353	0.1998347689546295	0.05019890383473968	0.12501683639468458	0.18265430365126073
5908	0.17621321648733526	0.07134128028310381	0.12377724838521953	0.18084321891089436
25976	0.0	0.2459373103283671	0.12296865516418355	0.17966183377922154
79016	0.0	0.2448981505958541	0.12244907529792705	0.17890270803744798
64778	0.0	0.2441141578067009	0.12205707890335045	0.17832998655008647
3915	0.17621321648733526	0.06788959649753283	0.12205140649243404	0.17832169894422603
284058	0.0	0.24193639978230816	0.12096819989115408	0.17673909332747045
1017	0.1949432280992987	0.03525176032244201	0.11509749421087036	0.16816177135310542
9088	0.17621321648733526	0.0505956821350016	0.11340444931116843	0.16568816902782277
391	0.17621321648733526	0.0505956821350016	0.11340444931116843	0.16568816902782277
6237	0.17621321648733526	0.0505956821350016	0.11340444931116843	0.16568816902782277
5829	0.17621321648733526	0.0505956821350016	0.11340444931116843	0.16568816902782277
4233	0.17621321648733526	0.0505956821350016	0.11340444931116843	0.16568816902782277
10067	0.0	0.22284485541567384	0.11142242770783692	0.16279236086135038
57719	0.0	0.2205015077310188	0.1102507538655094	0.16108050127548557
1033	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
7534	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
4087	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
6009	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
5594	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
3911	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
22836	0.17621321648733526	0.04325416712677458	0.10973369180705492	0.160325054145682
54165	0.2089445668795621	0.006982734402787478	0.10796365064117479	0.15773895737734583
3233	0.19971043603460653	0.015368859418731685	0.1075396477266691	0.15711947315963104
8153	0.19639283271123675	0.015290044755045884	0.10584143873314132	0.15463832589889046
25	0.17621321648733526	0.03525176032244201	0.10573248840488864	0.1544791453683838
345651	0.17621321648733526	0.03525176032244201	0.10573248840488864	0.1544791453683838
1605	0.17621321648733526	0.03525176032244201	0.10573248840488864	0.1544791453683838
375790	0.17621321648733526	0.03525176032244201	0.10573248840488864	0.1544791453683838
3845	0.17621321648733526	0.033188032764046	0.10470062462569063	0.15297155354725223
