gene	SScore	norm
4137	0.47177454297544336	1.0
51226	0.3023830979296318	0.6409483140453625
3292	0.28409462722290135	0.6021830373278301
5158	0.2638202235224249	0.559208264732837
26276	0.26273712445041764	0.5569124666908819
23331	0.23212051246337354	0.49201576456289586
6155	0.2275463373024836	0.48232008422363687
55839	0.22354248460319304	0.4738332916255484
1021	0.2191097252448783	0.464437364218449
5806	0.19755300651183597	0.4187445241658979
6714	0.19755300651183597	0.4187445241658979
284654	0.19508759753136262	0.4135187038727464
51741	0.19373796185861716	0.41065793977930165
8516	0.18990363611051844	0.40253048609365777
79784	0.18144015858745513	0.3845908205286511
10975	0.17782346296066312	0.3769246679550472
7049	0.17495025829541633	0.3708344608677259
10197	0.17403297073030888	0.3688901262723868
10466	0.17382261069152483	0.3684442352383829
146754	0.16568363842604797	0.3511924093680317
7881	0.1607488414473822	0.3407323346307591
3983	0.16058329166216348	0.34038142594421866
6919	0.15712628706859508	0.3330537635151157
8639	0.15399723378179628	0.32642124522138977
9055	0.15356488201212018	0.3255048079610211
10815	0.14693736673538402	0.31145675179644516
100506084	0.14422123886270768	0.3056994935613019
22871	0.13017371559685953	0.2759235688637725
80152	0.12812716056305787	0.27158557508205167
2869	0.12739656371978844	0.27003696069802485
7068	0.12595898719709583	0.2669897922060034
28954	0.12489145656303209	0.2647269939055039
8028	0.12349770431451938	0.26177271782328376
10631	0.11981585172764973	0.25396845487249264
5310	0.11799347098452266	0.25010563359427473
55289	0.11660817386990126	0.2471692794919859
11200	0.11137770045103512	0.23608247225165033
4905	0.10789288428799838	0.2286958588471663
6836	0.10566604378189585	0.22397572178326702
6747	0.103428367157486	0.21923261587022433
64215	0.10126099123918368	0.214638523309331
54165	0.09857472754680736	0.2089445668795621
8678	0.09648658571106798	0.20451842336073286
3213	0.09586108029759159	0.20319256671418434
9353	0.09427695679417365	0.1998347689546295
3233	0.09421829968765301	0.19971043603460653
3211	0.09402503138060143	0.19930077360171508
1607	0.09373512892002404	0.19868627995237784
8153	0.09265313889599641	0.19639283271123675
55163	0.09263224751146833	0.19634855015118946
3217	0.09215887966712222	0.19534517289950348
3215	0.09206406600491324	0.1951442004994011
1017	0.09196925234270426	0.1949432280992987
53615	0.0918200433070437	0.19462695618958628
246744	0.08979962183939583	0.19034435659253035
752	0.08979962183939583	0.19034435659253035
26024	0.08428128898843944	0.17864738622157156
26137	0.08407712964149867	0.17821463852464595
4640	0.08313290967454544	0.17621321648733523
84932	0.08313290967454544	0.17621321648733523
54434	0.08313290967454544	0.17621321648733523
5058	0.08313290967454544	0.17621321648733523
84517	0.08313290967454544	0.17621321648733523
2669	0.08313290967454544	0.17621321648733523
57111	0.08313290967454544	0.17621321648733523
381	0.08313290967454544	0.17621321648733523
25930	0.08313290967454544	0.17621321648733523
728378	0.08313290967454544	0.17621321648733523
148252	0.08313290967454544	0.17621321648733523
91608	0.08313290967454544	0.17621321648733523
55970	0.08313290967454544	0.17621321648733523
51126	0.08313290967454544	0.17621321648733523
10382	0.08313290967454544	0.17621321648733523
5913	0.08313290967454544	0.17621321648733523
10124	0.08313290967454544	0.17621321648733523
79363	0.08313290967454544	0.17621321648733523
653269	0.08313290967454544	0.17621321648733523
54769	0.08313290967454544	0.17621321648733523
80018	0.08313290967454544	0.17621321648733523
50855	0.08313290967454544	0.17621321648733523
11329	0.08313290967454544	0.17621321648733523
5604	0.08313290967454544	0.17621321648733523
4593	0.08313290967454544	0.17621321648733523
11158	0.08313290967454544	0.17621321648733523
5908	0.08313290967454544	0.17621321648733523
391	0.08313290967454544	0.17621321648733523
64005	0.08313290967454544	0.17621321648733523
26524	0.08313290967454544	0.17621321648733523
5796	0.08313290967454544	0.17621321648733523
673	0.08313290967454544	0.17621321648733523
3985	0.08313290967454544	0.17621321648733523
11159	0.08313290967454544	0.17621321648733523
10120	0.08313290967454544	0.17621321648733523
23433	0.08313290967454544	0.17621321648733523
58480	0.08313290967454544	0.17621321648733523
2885	0.08313290967454544	0.17621321648733523
378	0.08313290967454544	0.17621321648733523
653781	0.08313290967454544	0.17621321648733523
79785	0.08313290967454544	0.17621321648733523
2017	0.08313290967454544	0.17621321648733523
1855	0.08313290967454544	0.17621321648733523
1033	0.08313290967454544	0.17621321648733523
3326	0.08313290967454544	0.17621321648733523
3918	0.08313290967454544	0.17621321648733523
80117	0.08313290967454544	0.17621321648733523
5595	0.08313290967454544	0.17621321648733523
2263	0.08313290967454544	0.17621321648733523
5911	0.08313290967454544	0.17621321648733523
11066	0.08313290967454544	0.17621321648733523
3911	0.08313290967454544	0.17621321648733523
6237	0.08313290967454544	0.17621321648733523
3915	0.08313290967454544	0.17621321648733523
3984	0.08313290967454544	0.17621321648733523
6009	0.08313290967454544	0.17621321648733523
494551	0.08313290967454544	0.17621321648733523
80122	0.08313290967454544	0.17621321648733523
161253	0.08313290967454544	0.17621321648733523
445582	0.08313290967454544	0.17621321648733523
72	0.08313290967454544	0.17621321648733523
5063	0.08313290967454544	0.17621321648733523
5037	0.08313290967454544	0.17621321648733523
91807	0.08313290967454544	0.17621321648733523
377	0.08313290967454544	0.17621321648733523
10319	0.08313290967454544	0.17621321648733523
9644	0.08313290967454544	0.17621321648733523
9077	0.08313290967454544	0.17621321648733523
153478	0.08313290967454544	0.17621321648733523
81569	0.08313290967454544	0.17621321648733523
6014	0.08313290967454544	0.17621321648733523
5898	0.08313290967454544	0.17621321648733523
5912	0.08313290967454544	0.17621321648733523
79893	0.08313290967454544	0.17621321648733523
58	0.08313290967454544	0.17621321648733523
9886	0.08313290967454544	0.17621321648733523
9230	0.08313290967454544	0.17621321648733523
55860	0.08313290967454544	0.17621321648733523
5594	0.08313290967454544	0.17621321648733523
57826	0.08313290967454544	0.17621321648733523
10419	0.08313290967454544	0.17621321648733523
132946	0.08313290967454544	0.17621321648733523
56924	0.08313290967454544	0.17621321648733523
1134	0.08313290967454544	0.17621321648733523
70	0.08313290967454544	0.17621321648733523
345651	0.08313290967454544	0.17621321648733523
2817	0.08313290967454544	0.17621321648733523
339231	0.08313290967454544	0.17621321648733523
389	0.08313290967454544	0.17621321648733523
3320	0.08313290967454544	0.17621321648733523
23221	0.08313290967454544	0.17621321648733523
5295	0.08313290967454544	0.17621321648733523
6092	0.08313290967454544	0.17621321648733523
387	0.08313290967454544	0.17621321648733523
71	0.08313290967454544	0.17621321648733523
4215	0.08313290967454544	0.17621321648733523
4233	0.08313290967454544	0.17621321648733523
284382	0.08313290967454544	0.17621321648733523
4638	0.08313290967454544	0.17621321648733523
