gene	norm1	norm2	norm3	norm4	norm5	norm6
6631	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
8659	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
23365	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
25902	0.0	0.0	0.0	0.0	0.0	0.0
283464	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
1955	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
29899	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
163747	0.0	0.0	0.0	0.0	0.0	0.0
100423008	0.0	0.08862958957273502	0.0	0.0	0.0	0.013490031860920454
100291670	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
440575	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
187	0.0	0.0	0.0	0.0	0.0	0.0
5932	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
5372	0.0	0.0	0.0	0.0	0.0	0.0
643161	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
54583	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
28680	0.0	0.0	0.0	0.0	0.0	0.0
729756	0.0	0.0	0.0	0.0	0.0	0.0
28661	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
6541	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
5546	0.0	0.0	0.0	0.0	0.0	0.0
2597	0.0	0.0	0.0	0.0	0.0	0.0
54894	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
64857	0.0	0.0	0.0	0.0	0.0	0.0
677820	0.11096945012353027	0.0	0.0	0.0	0.0	0.0
474358	0.0	0.0	0.0	0.0	0.0	0.0
6941	0.0	0.0	0.0	0.0	0.0	0.0
85495	0.0	0.0	0.0	0.0	0.0	0.0
93145	0.0	0.0	0.0	0.0	0.0	0.0
619373	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10575	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
151649	0.0	0.0	0.0	0.0	0.0	0.0
138050	0.0	0.0	0.0	0.0	0.0	0.0
8551	0.0	0.0	0.0	0.0	0.0	0.0
6774	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
404201	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
122183	0.0	0.0	0.0	0.0	0.0	0.0
4886	0.0	0.0	0.0	0.0	0.0	0.0
100288178	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
391656	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
100128385	0.0	0.0	0.0	0.0	0.0	0.0
55198	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
100128843	0.0	0.0	0.0	0.0	0.0	0.0
10381	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
654	0.0	0.0	0.0	0.0	0.0	0.0
1832	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
56919	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
64431	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
83475	0.0	0.0	0.0	0.0	0.0	0.0
55735	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
28984	0.0	0.0	0.0	0.0	0.0	0.0
100270890	0.0	0.0	0.0	0.0	0.0	0.017303364735964978
23108	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
911	0.0	0.0	0.0	0.0	0.0	0.0
79184	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
54765	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
55771	0.0	0.0	0.0	0.0	0.0	0.0
219731	0.0	0.0	0.0	0.0	0.0	0.0
100132565	0.0	0.0	0.0	0.0	0.0	0.0
100129075	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
79053	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
120776	0.0	0.0	0.0	0.0	0.0	0.0
160762	0.0	0.0	0.0	0.0	0.0	0.0
5264	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
5426	0.0	0.0	0.0	0.0	0.0	0.0
120935	0.0	0.0	0.0	0.0	0.0	0.0
150353	0.0	0.0	0.0	0.0	0.0	0.0
116437	0.0	0.0	0.0	0.0	0.0	0.0
79274	0.0	0.08862958957273502	0.0	0.0	0.0	0.013490031860920454
1351	0.0	0.0	0.0	0.0	0.0	0.0
10541	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
284366	0.0	0.0	0.0	0.0	0.0	0.0
6617	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
84791	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
80835	0.0	0.0	0.0	0.0	0.0	0.0
55760	0.0	0.0	0.0	0.0	0.0	0.0
727916	0.0	0.0	0.0	0.0	0.0	0.0
26266	0.0	0.0	0.0	0.0	0.0	0.0
100189494	0.0	0.0	0.0	0.0	0.0	0.017303364735964978
349565	0.0	0.0	0.0	0.0	0.0	0.0
283694	0.0	0.0	0.0	0.0	0.0	0.0
1114	0.0	0.0	0.0	0.0	0.0	0.0
55914	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
651430	0.0	0.0	0.0	0.0	0.0	0.0
402682	0.0	0.0	0.0	0.0	0.0	0.0
71	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10943	0.0	0.0	0.0	0.0	0.0	0.0
147199	0.0	0.0	0.0	0.0	0.0	0.0
754	0.0	0.0	0.0	0.0	0.29584579528202715	0.0
9801	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
253962	0.0	0.0	0.0	0.0	0.0	0.0
2151	0.0	0.0	0.0	0.0	0.0	0.0
65990	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
128218	0.0	0.0	0.0	0.0	0.0	0.0
100328982	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
4200	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
100188893	0.0	0.0	0.0	0.0	0.0	0.0
6627	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
8480	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
55199	0.0	0.0	0.0	0.0	0.0	0.0
728448	0.0	0.0	0.0	0.0	0.0	0.0
10627	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
653506	0.0	0.0	0.0	0.0	0.0	0.0
729314	0.0	0.0	0.0	0.0	0.0	0.0
284661	0.0	0.0	0.0	0.0	0.0	0.0
256021	0.0	0.0	0.0	0.0	0.0	0.0
55617	0.0	0.0	0.0	0.0	0.0	0.0
28834	0.0	0.08862958957273502	0.0	0.0	0.0	0.013490031860920454
51747	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
116988	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
494141	0.050547286663736785	0.11152044233595451	0.0	0.0	0.0	0.017303364735964978
23284	0.0	0.0	0.0	0.0	0.0	0.0
392307	0.0	0.0	0.0	0.0	0.0	0.0
6723	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
341418	0.0	0.0	0.0	0.0	0.0	0.0
339942	0.0	0.0	0.0	0.0	0.0	0.0
3479	0.0	0.0	0.0	0.0	0.0	0.0
65268	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
130026	0.0	0.0	0.0	0.0	0.0	0.0
27091	0.0	0.0	0.0	0.0	0.0	0.0
10138	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
6892	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
5145	0.0	0.0	0.0	0.0	0.0	0.0
246737	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
91894	0.0	0.0	0.0	0.0	0.0	0.0
5825	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
83858	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
80317	0.0	0.0	0.0	0.0	0.0	0.0
60685	0.0	0.0	0.0	0.0	0.0	0.0
55116	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
642316	0.0	0.0	0.0	0.0	0.0	0.0
64785	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
440224	0.0	0.11152044233595451	0.0	0.0	0.0	0.0
100131069	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
254128	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
25801	0.0	0.0	0.0	0.0	0.0	0.0
4130	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
6833	0.0	0.0	0.0	0.0	0.0	0.0
6565	0.0	0.0	0.0	0.0	0.0	0.0
642273	0.0	0.0	0.0	0.0	0.0	0.0
494323	0.11096945012353027	0.0	0.0	0.0	0.0	0.0
126961	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
55127	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
55329	0.0	0.0	0.0	0.0	0.0	0.0
203274	0.0	0.0	0.0	0.0	0.0	0.0
693207	0.0	0.0	0.0	0.0	0.0	0.0
221091	0.0	0.0	0.0	0.0	0.0	0.0
100270870	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
100128905	0.0	0.0	0.0	0.0	0.0	0.0
4067	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
100131744	0.0	0.0	0.0	0.0	0.0	0.0
1729	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
255061	0.0	0.0	0.0	0.0	0.0	0.0
51574	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
7076	0.0	0.0	0.0	0.0	0.0	0.0
256586	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
9679	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
400999	0.0	0.0	0.0	0.0	0.0	0.0
100128402	0.0	0.0	0.0	0.0	0.0	0.0
3004	0.0	0.0	0.0	0.0	0.0	0.0
9857	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
51278	0.0	0.0	0.0	0.0	0.0	0.0
79685	0.0	0.0	0.0	0.0	0.0	0.0
6793	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
404217	0.0	0.0	0.0	0.0	0.0	0.0
84957	0.0	0.0	0.0	0.0	0.0	0.0
285412	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
646049	0.0	0.0	0.0	0.0	0.0	0.0
100131613	0.0	0.0	0.0	0.0	0.0	0.0
5738	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
353376	0.0	0.0	0.0	0.0	0.0	0.0
83872	0.0	0.0	0.0	0.0	0.0	0.0
9158	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
2535	0.0	0.0	0.0	0.0	0.0	0.0
53615	0.23471892430428834	0.04792013220623313	0.0	0.08886428070933632	0.16851025188408852	0.13383999182422712
147525	0.0	0.0	0.0	0.0	0.0	0.0
3746	0.0	0.0	0.0	0.0	0.0	0.0
54537	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
7083	0.0	0.0	0.0	0.0	0.0	0.0
374969	0.0	0.0	0.0	0.0	0.0	0.0
4717	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
7321	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
100189007	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
158833	0.0	0.0	0.0	0.0	0.0	0.0
100132356	0.0	0.0	0.0	0.0	0.0	0.0
81556	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
3031	0.0	0.0	0.0	0.0	0.0	0.0
55704	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
55703	0.0	0.0	0.0	0.0	0.0	0.0
55092	0.0	0.0	0.0	0.0	0.0	0.0
56888	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
3937	0.0	0.0	0.0	0.0	0.0	0.0
7482	0.0	0.0	0.0	0.0	0.0	0.0
79026	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
157627	0.0	0.0	0.0	0.0	0.0	0.0
54764	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10856	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
54840	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
1092	0.0	0.0	0.0	0.0	0.0	0.0
100129449	0.0	0.0	0.0	0.0	0.0	0.0
6926	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
728911	0.0	0.0	0.0	0.0	0.0	0.0
7086	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
53393	0.0	0.0	0.0	0.0	0.0	0.0
285331	0.0	0.0	0.0	0.0	0.0	0.0
54834	0.0	0.0	0.0	0.0	0.0	0.0
221895	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
57051	0.0	0.0	0.0	0.0	0.0	0.0
3298	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
162681	0.0	0.0	0.0	0.0	0.0	0.0
222029	0.0	0.0	0.0	0.0	0.0	0.0
285194	0.0	0.0	0.0	0.0	0.0	0.0
23410	0.0	0.0	0.0	0.0	0.0	0.0
153811	0.0	0.0	0.0	0.0	0.0	0.0
375056	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
352961	0.0	0.0	0.0	0.0	0.0	0.0
9915	0.0	0.0	0.0	0.0	0.0	0.0
619505	0.0	0.0	0.0	0.0	0.0	0.0
100129581	0.0	0.0	0.0	0.0	0.0	0.0
440043	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
151871	0.0	0.0	0.0	0.0	0.0	0.0
6209	0.0	0.0	0.0	0.0	0.0	0.0
388336	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
100129484	0.11096945012353027	0.0	0.0	0.0	0.0	0.0
347688	0.0	0.0	0.0	0.0	0.0	0.0
6652	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
7310	0.0	0.0	0.0	0.0	0.0	0.0
28987	0.0	0.0	0.0	0.0	0.0	0.0
9597	0.0	0.0	0.0	0.0	0.0	0.0
84934	0.0	0.0	0.0	0.0	0.29584579528202715	0.0
30844	0.0	0.0	0.0	0.0	0.0	0.0
728290	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
152586	0.0	0.0	0.0	0.0	0.0	0.0
147276	0.0	0.0	0.0	0.0	0.0	0.0
3609	0.050547286663736785	0.11152044233595451	0.0	0.0	0.0	0.017303364735964978
8604	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
64224	0.0	0.0	0.0	0.0	0.0	0.0
100287865	0.0	0.0	0.0	0.0	0.0	0.0
5330	0.0	0.0	0.0	0.0	0.0	0.0
100128042	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
606551	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
28977	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
219690	0.0	0.0	0.0	0.0	0.0	0.0
8493	0.050547286663736785	0.11152044233595451	0.0	0.0	0.0	0.017303364735964978
1633	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
64782	0.0	0.0	0.0	0.0	0.0	0.0
100151643	0.0	0.0	0.0	0.0	0.0	0.0
100302526	0.06340642377742223	0.1461858411609449	0.0	0.0	0.0	0.01910593163728746
79862	0.0	0.0	0.0	0.0	0.0	0.0
152789	0.0	0.0	0.0	0.0	0.0	0.0
9989	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
9839	0.0	0.0	0.0	0.0	0.0	0.0
9741	0.0	0.0	0.0	0.0	0.0	0.0
7913	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
644714	0.0	0.0	0.0	0.0	0.0	0.0
10494	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
169841	0.0	0.0	0.0	0.0	0.0	0.0
23167	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
34	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
151246	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
1647	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10385	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
401136	0.0	0.0	0.0	0.0	0.0	0.0
285181	0.0	0.0	0.0	0.0	0.0	0.0
343930	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
682	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
157	0.0	0.0	0.0	0.0	0.0	0.0
80349	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
138804	0.0	0.0	0.0	0.0	0.0	0.0
116984	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
480	0.0	0.0	0.0	0.0	0.0	0.0
2989	0.11096945012353027	0.0	0.0	0.0	0.0	0.0
286135	0.0	0.0	0.0	0.0	0.0	0.0
387720	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
3428	0.0	0.0	0.0	0.0	0.0	0.0
114814	0.0	0.0	0.0	0.0	0.0	0.0
653924	0.11096945012353027	0.0	0.0	0.0	0.0	0.0
55287	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
400798	0.0	0.0	0.0	0.0	0.0	0.0
2287	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
79869	0.0	0.0	0.0	0.0	0.0	0.0
10099	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
386627	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
146183	0.0	0.0	0.0	0.0	0.0	0.0
100033430	0.0	0.0	0.0	0.0	0.0	0.0
7207	0.0	0.08862958957273502	0.0	0.0	0.0	0.013490031860920454
23012	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
51163	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10534	0.0	0.0	0.0	0.0	0.0	0.0
23196	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
255167	0.0	0.0	0.0	0.0	0.0	0.0
161003	0.0	0.0	0.0	0.0	0.0	0.0
5795	0.0	0.0	0.0	0.0	0.0	0.0
79173	0.0	0.0	0.0	0.0	0.0	0.0
27018	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
6192	0.0	0.0	0.0	0.0	0.0	0.0
100288893	0.0	0.0	0.0	0.0	0.0	0.0
100132304	0.0	0.0	0.0	0.0	0.0	0.0
389	0.0	0.0	0.0	0.0	0.0	0.0
587	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
25828	0.0	0.0	0.0	0.0	0.0	0.0
100287357	0.050547286663736785	0.11152044233595451	0.0	0.0	0.0	0.017303364735964978
8562	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
64645	0.06340642377742223	0.0	0.0	0.0	0.0	0.0
202915	0.0	0.0	0.0	0.0	0.0	0.0
339263	0.0	0.0	0.0	0.0	0.0	0.0
132014	0.0	0.0	0.0	0.0	0.0	0.0
100169752	0.0	0.0	0.0	0.0	0.0	0.0
79896	0.0	0.0	0.0	0.0	0.0	0.0
56892	0.0	0.0	0.0	0.0	0.0	0.0
255411	0.0	0.0	0.0	0.0	0.0	0.0
54801	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
155400	0.0	0.0	0.0	0.0	0.0	0.0
54977	0.0	0.0	0.0	0.0	0.0	0.0
64969	0.0	0.0	0.0	0.0	0.29584579528202715	0.0
8418	0.0	0.0	0.0	0.0	0.0	0.0
261729	0.0	0.0	0.0	0.0	0.0	0.0
80135	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
5032	0.0	0.0	0.0	0.0	0.0	0.0
11214	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
134266	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
729583	0.0	0.20981568819155721	0.0	0.0	0.0	0.0
54100	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
10544	0.0	0.0	0.0	0.0	0.0	0.0
162540	0.0	0.0	0.0	0.0	0.0	0.0
79075	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
26094	0.0	0.0	0.0	0.0	0.0	0.0
389672	0.0	0.0	0.0	0.0	0.0	0.0
400451	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
80725	0.0	0.0	0.0	0.0	0.0	0.0
347411	0.0	0.1461858411609449	0.0	0.0	0.0	0.0
10178	0.0	0.0	0.0	0.0	0.0	0.0
89970	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
100287177	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
55183	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
114897	0.0	0.0	0.0	0.0	0.0	0.0
100170229	0.0	0.0	0.0	0.0	0.0	0.0
54926	0.0	0.0	0.0	0.0	0.0	0.05798346369741207
2576	0.0	0.0	0.0	0.0	0.0	0.0
81573	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
5217	0.0	0.0	0.0	0.0	0.0	0.028956763944213808
8875	0.0	0.0	0.0	0.0	0.0	0.0
100132341	0.0	0.0	0.0	0.0	0.0	0.0
