55289	65985	0.542
55289	15	0.484
51741	26574	0.411
4137	26574	0.679
477	20	0.752
478	20	0.752
476	20	0.752
6094	24	0.43
476	10347	0.752
477	10347	0.752
478	10347	0.752
11200	5243	0.48
4905	10058	0.692
4905	22	0.618
51081	8714	0.752
11094	368	0.528
4905	6833	0.41
7376	64240	0.752
55289	55347	0.488
55289	83451	0.488
55289	25864	0.488
55289	84836	0.488
64215	7920	0.483
55289	63874	0.488
55289	51099	0.488
3983	51225	0.449
4137	25	0.721
3265	25	0.752
7015	25	0.956
1021	25	0.934
246744	25	0.436
10298	25	0.816
9353	25	0.924
9353	27	0.923
5747	3983	0.901
6503	3983	0.596
9111	3983	0.607
137735	3983	0.872
7204	3983	0.923
7429	3983	0.599
5881	3983	0.818
5879	3983	0.908
6615	3983	0.416
4690	3983	0.906
998	3983	0.826
6624	3983	0.595
9543	3983	0.401
2316	3983	0.402
56477	3983	0.758
1793	3983	0.907
22885	3983	0.807
51225	3983	0.449
9423	3983	0.927
1630	3983	0.932
26548	3983	0.437
6722	3983	0.69
84448	3983	0.808
285193	3983	0.788
5880	3983	0.818
9748	3983	0.91
3983	84448	0.808
3983	22885	0.807
3983	137735	0.872
55289	30	0.8
3292	30	0.529
3292	10449	0.529
55289	10449	0.785
3292	31	0.809
8678	31	0.955
55289	31	0.891
7266	31	0.465
55289	32	0.891
8678	32	0.954
3292	32	0.807
7266	32	0.465
10249	35	0.752
11093	176	0.749
3292	38	0.529
55289	38	0.785
55289	39	0.785
3292	39	0.529
26024	84680	0.495
26024	84680	0.495
26024	390110	0.495
26024	390110	0.495
55289	47	0.828
11182	47	0.465
3612	47	0.488
3292	47	0.528
64747	47	0.527
7266	47	0.535
203611	55289	0.763
5162	55289	0.511
30	55289	0.8
216	55289	0.532
7296	55289	0.505
3929	55289	0.937
123876	55289	0.542
340654	55289	0.492
63874	55289	0.488
116285	55289	0.542
31	55289	0.891
54988	55289	0.542
83451	55289	0.488
100288072	55289	0.478
1892	55289	0.763
1891	55289	0.557
58525	55289	0.47
5019	55289	0.816
348158	55289	0.542
51004	55289	0.424
1738	55289	0.505
3032	55289	0.785
142910	55289	0.492
55902	55289	0.545
56922	55289	0.56
2180	55289	0.736
220	55289	0.532
126917	55289	0.532
64577	55289	0.532
1632	55289	0.763
9425	55289	0.763
5096	55289	0.665
93517	55289	0.478
643418	55289	0.492
6303	55289	0.476
23600	55289	0.633
81616	55289	0.754
55268	55289	0.763
219	55289	0.532
223	55289	0.532
203611	55289	0.763
22982	55289	0.711
341392	55289	0.542
3284	55289	0.478
23205	55289	0.738
8567	55289	0.572
39	55289	0.785
222	55289	0.533
1743	55289	0.496
1806	55289	0.438
51703	55289	0.736
10449	55289	0.785
79611	55289	0.542
47	55289	0.828
197322	55289	0.711
2936	55289	0.505
32	55289	0.891
51084	55289	0.758
5160	55289	0.503
84836	55289	0.488
594	55289	0.511
10840	55289	0.532
64087	55289	0.665
11102	55289	0.759
8513	55289	0.492
64841	55289	0.478
549	55289	0.763
64064	55289	0.816
2181	55289	0.736
84532	55289	0.542
8567	55289	0.565
55862	55289	0.763
23181	55289	0.711
51099	55289	0.488
253175	55289	0.763
55347	55289	0.488
25864	55289	0.488
3988	55289	0.492
217	55289	0.532
15	55289	0.484
114112	55289	0.505
2052	55289	0.488
501	55289	0.537
6296	55289	0.542
8564	55289	0.424
4594	55289	0.626
8854	55289	0.532
51400	55289	0.488
10455	55289	0.829
5161	55289	0.503
126133	55289	0.532
160428	55289	0.532
10587	55289	0.51
253175	55289	0.763
7915	55289	0.532
124359	55289	0.763
3033	55289	0.758
7264	55289	0.478
80146	55289	0.485
224	55289	0.533
26275	55289	0.763
29958	55289	0.42
123103	55289	0.414
3651	55289	0.496
8659	55289	0.532
23305	55289	0.742
3030	55289	0.936
50814	55289	0.478
3295	55289	0.78
57609	55289	0.711
65985	55289	0.542
643414	55289	0.494
6713	55289	0.424
1629	55289	0.513
3283	55289	0.478
80221	55289	0.711
150209	55289	0.466
5095	55289	0.56
1737	55289	0.496
80270	55289	0.478
340562	55289	0.476
38	55289	0.785
2182	55289	0.74
253190	55289	0.488
593	55289	0.503
218	55289	0.533
55289	23205	0.738
1545	23205	0.498
1545	81616	0.491
55289	81616	0.754
1545	80221	0.523
55289	80221	0.711
55289	197322	0.711
1545	197322	0.606
1545	2180	0.501
55289	2180	0.736
1545	2181	0.5
55289	2181	0.736
9353	2181	0.459
1545	2182	0.491
9353	2182	0.459
55289	2182	0.74
55289	51703	0.736
1545	51703	0.495
1545	23305	0.491
55289	23305	0.742
55289	116285	0.542
55289	123876	0.542
55289	348158	0.542
55289	6296	0.542
55289	341392	0.542
55289	54988	0.542
55289	84532	0.542
55289	55902	0.545
55289	79611	0.542
7015	58	0.406
8153	58	0.533
8678	58	0.482
5217	58	0.752
10298	58	0.951
146754	58	0.473
165904	58	0.457
146754	59	0.473
7015	59	0.455
8678	59	0.531
1021	59	0.491
10298	59	0.545
8153	59	0.533
8516	60	0.813
10298	60	0.565
1021	60	0.525
146754	60	0.473
8678	60	0.527
752	60	0.915
4137	60	0.504
8153	60	0.533
7015	60	0.479
10298	345651	0.537
146754	345651	0.514
8153	345651	0.533
8678	345651	0.431
146754	70	0.473
10298	70	0.537
8678	70	0.431
8153	70	0.533
8153	71	0.536
8516	71	0.8
752	71	0.915
10298	71	0.537
8678	71	0.431
146754	71	0.473
10298	72	0.537
146754	72	0.473
8153	72	0.533
8678	72	0.431
146754	170487	0.495
8153	170487	0.533
10298	170487	0.513
10298	10881	0.513
146754	10881	0.499
5217	10881	0.752
8153	10881	0.533
146754	10880	0.5
5217	10880	0.752
10298	10880	0.513
8153	10880	0.533
8153	81569	0.533
10298	81569	0.513
146754	81569	0.473
146754	284382	0.5
8153	284382	0.533
10298	284382	0.513
8516	87	0.82
165904	88	0.589
8516	88	0.821
8516	81	0.82
146754	55860	0.473
8153	55860	0.533
10298	55860	0.513
5216	55860	0.752
10298	10121	0.513
8153	10121	0.533
146754	10121	0.473
5217	10121	0.752
146754	10120	0.473
10298	10120	0.513
8153	10120	0.533
8153	10097	0.446
5217	10097	0.752
146754	139741	0.492
10298	139741	0.513
8153	139741	0.533
10298	140625	0.513
8153	140625	0.533
146754	140625	0.5
10298	84517	0.513
8153	84517	0.533
146754	84517	0.499
1021	90	0.724
7049	90	0.455
7068	90	0.419
1021	91	0.735
7049	91	0.53
1021	130399	0.731
7049	92	0.919
7049	93	0.56
9941	93	0.752
7049	94	0.411
8295	100	0.752
151531	100	0.573
151531	161823	0.573
4085	8749	0.752
10718	8749	0.92
11093	8749	0.441
11093	9510	0.925
11093	81794	0.915
11093	81792	0.922
7058	11093	0.911
4318	11093	0.456
5479	11093	0.457
56999	11093	0.919
6403	11093	0.44
4313	11093	0.456
9510	11093	0.925
11096	11093	0.925
5045	11093	0.688
2811	11093	0.474
10417	11093	0.9
54507	11093	0.922
4322	11093	0.585
7018	11093	0.47
1462	11093	0.57
170692	11093	0.919
3565	11093	0.482
3240	11093	0.413
2904	11093	0.416
9719	11093	0.915
157869	11093	0.9
92949	11093	0.925
2157	11093	0.702
950	11093	0.414
11174	11093	0.922
8749	11093	0.441
79875	11093	0.904
7057	11093	0.929
4314	11093	0.586
221981	11093	0.9
9037	11093	0.901
5199	11093	0.913
4323	11093	0.458
57188	11093	0.926
5091	11093	0.922
7056	11093	0.408
3553	11093	0.625
81792	11093	0.922
23275	11093	0.921
81794	11093	0.915
55901	11093	0.9
7076	11093	0.496
4179	11093	0.405
80731	11093	0.9
170691	11093	0.918
9734	11093	0.42
170689	11093	0.92
3569	11093	0.605
9508	11093	0.924
339366	11093	0.908
80070	11093	0.921
948	11093	0.416
11095	11093	0.921
7422	11093	0.598
63827	11093	0.536
9507	11093	0.922
54437	11093	0.9
4312	11093	0.458
7450	11093	0.96
7077	11093	0.418
11173	11093	0.925
462	11093	0.41
140766	11093	0.919
2147	11093	0.406
170690	11093	0.922
6898	11093	0.447
176	11093	0.749
7078	11093	0.507
171019	11093	0.925
6385	11093	0.536
11093	140766	0.919
11093	170689	0.92
11093	170690	0.922
11093	170691	0.918
11093	170692	0.919
11093	171019	0.925
11093	80070	0.921
11093	9508	0.924
11093	9507	0.922
11093	11096	0.925
11093	11174	0.922
11093	11173	0.925
11093	11095	0.921
11093	56999	0.919
11093	92949	0.925
11093	9719	0.915
11093	57188	0.926
11093	54507	0.922
11093	339366	0.908
85464	55803	0.451
64788	55803	0.509
5341	55803	0.461
9056	55803	0.566
55813	55803	0.544
23512	55803	0.508
11309	55803	0.414
83661	55803	0.46
7305	55803	0.655
83892	55803	0.62
1436	55803	0.785
55198	55803	0.586
9332	55803	0.629
128346	55803	0.421
84282	55803	0.579
713	55803	0.633
2146	55803	0.427
56833	55803	0.437
10261	55803	0.543
10048	55803	0.423
11326	55803	0.424
23551	55803	0.415
4763	55803	0.495
929	55803	0.587
26060	55803	0.571
55352	55803	0.446
3689	55803	0.424
712	55803	0.659
8871	55803	0.406
51655	55803	0.415
2123	55803	0.403
8867	55803	0.435
64231	55803	0.547
8851	55803	0.483
51296	55803	0.421
83692	55803	0.507
10288	55803	0.643
120892	55803	0.405
4974	55803	0.571
1448	55803	0.514
255275	55803	0.503
27128	55803	0.426
151531	134637	0.473
151531	113179	0.473
1394	107	0.902
5158	107	0.55
5158	55811	0.942
11094	55811	0.503
5158	108	0.953
1394	108	0.903
1394	109	0.904
5158	109	0.953
1394	196883	0.9
5158	196883	0.953
1607	111	0.732
1394	111	0.905
5158	111	0.953
5158	112	0.953
1394	112	0.903
5158	113	0.953
1394	113	0.905
1394	114	0.902
5158	114	0.953
1394	115	0.904
5158	115	0.925
1394	116	0.932
1394	117	0.905
830	118	0.752
